SMILES,Molecule Name,Molecular Formula,Bond Information,Functional Groups,Atom Information,Symmetry,Planarity,Molecular weight,PiPi Stacking Potential,Energetics,ESP,oxygen_balance,Heat of formation,NO2 Count,NH2 Count,H Count
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,C17H14F3N3O2S,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 4-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (SINGLE), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 15-18 (SINGLE), 18-19 (DOUBLE), 18-20 (DOUBLE), 18-21 (SINGLE), 9-22 (SINGLE), 22-23 (SINGLE), 22-24 (SINGLE), 22-25 (SINGLE), 6-1 (AROMATIC), 11-7 (AROMATIC), 17-12 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: N, 11: N, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: S, 19: O, 20: O, 21: N, 22: C, 23: F, 24: F, 25: F",Non-symmetric,Planar,381.379,1144.137,No,-2.22044604925031E-16,-91.6093964271761,1691,0,1,0
CC1=CC(=O)C2=CC=CC=C2C1=O,CC1=CC(=O)c2ccccc2C1=O,C11H8O2,"0-1 (SINGLE), 1-2 (DOUBLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (SINGLE), 11-12 (DOUBLE), 11-1 (SINGLE), 10-5 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: C, 4: O, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: O",Non-symmetric,Planar,172.183,344.366,No,4.16333634234434E-17,-81.4151222826876,0,0,0,0
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,C32H41NO2,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 1-4 (SINGLE), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 7-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 17-20 (SINGLE), 20-21 (SINGLE), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 20-27 (SINGLE), 27-28 (AROMATIC), 28-29 (AROMATIC), 29-30 (AROMATIC), 30-31 (AROMATIC), 31-32 (AROMATIC), 20-33 (SINGLE), 10-34 (SINGLE), 9-4 (AROMATIC), 19-14 (SINGLE), 26-21 (AROMATIC), 32-27 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: N, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: C, 31: C, 32: C, 33: O, 34: O",Non-symmetric,Non-Planar,471.685,1886.74,No,8.04911692853239E-16,-93.2158113995569,472,0,0,0
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,C19H20N2O3S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 5-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 14-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (DOUBLE), 19-21 (SINGLE), 21-22 (SINGLE), 22-23 (DOUBLE), 22-24 (SINGLE), 7-2 (AROMATIC), 16-11 (AROMATIC), 24-18 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: N, 5: C, 6: C, 7: C, 8: C, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: O, 21: N, 22: C, 23: O, 24: S",Non-symmetric,Non-Planar,356.447,1069.341,No,5.55111512312578E-16,-86.5337623826263,1219,0,0,0
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,C14H13N3O4S2,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE), 9-10 (DOUBLE), 10-11 (SINGLE), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (SINGLE), 17-18 (DOUBLE), 17-19 (DOUBLE), 17-20 (SINGLE), 20-21 (SINGLE), 10-22 (SINGLE), 5-1 (AROMATIC), 20-9 (SINGLE), 16-11 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: S, 6: N, 7: C, 8: O, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: S, 18: O, 19: O, 20: N, 21: C, 22: O",Non-symmetric,Non-Planar,351.409,1054.227,No,3.33066907387547E-16,-81.7876036185755,1966,0,0,0
CC(=O)N[C@@H](CS)C(=O)O,CC(=O)N[C@@H](CS)C(=O)O,C5H9NO3S,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 4-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE)",Alkane,"0: C, 1: C, 2: O, 3: N, 4: C, 5: C, 6: S, 7: C, 8: O, 9: O",Symmetric,Planar,163.198,0,No,0,-70.5878748514075,747,0,0,0
CC(=O)N[C@@H](CS)C(=O)O,CC(=O)N[C@@H](CS)C(=O)O,C5H9NO3S,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 4-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE)",Alkane,"0: C, 1: C, 2: O, 3: N, 4: C, 5: C, 6: S, 7: C, 8: O, 9: O",Symmetric,Planar,163.198,0,No,0,-70.5878748514075,747,0,0,0
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,C31H33N3O6S,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (SINGLE), 7-8 (DOUBLE), 7-9 (DOUBLE), 7-10 (SINGLE), 10-11 (SINGLE), 11-12 (DOUBLE), 11-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 16-19 (SINGLE), 19-20 (SINGLE), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 26-27 (AROMATIC), 27-28 (AROMATIC), 26-29 (SINGLE), 29-30 (SINGLE), 30-31 (DOUBLE), 30-32 (SINGLE), 32-33 (SINGLE), 33-34 (SINGLE), 34-35 (SINGLE), 35-36 (SINGLE), 36-37 (SINGLE), 22-38 (SINGLE), 15-39 (SINGLE), 39-40 (SINGLE), 6-1 (AROMATIC), 18-13 (AROMATIC), 24-20 (AROMATIC), 28-23 (AROMATIC), 37-33 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: S, 8: O, 9: O, 10: N, 11: C, 12: O, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: N, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: N, 30: C, 31: O, 32: O, 33: C, 34: C, 35: C, 36: C, 37: C, 38: C, 39: O, 40: C",Non-symmetric,Non-Planar,575.687,2878.435,No,-1.94289029309402E-16,-83.3242716962516,1691,0,0,0
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,C31H48O2S2,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 1-4 (SINGLE), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (SINGLE), 8-11 (SINGLE), 11-12 (SINGLE), 11-13 (SINGLE), 11-14 (SINGLE), 6-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 16-18 (SINGLE), 16-19 (SINGLE), 19-20 (SINGLE), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 24-26 (SINGLE), 26-27 (SINGLE), 26-28 (SINGLE), 26-29 (SINGLE), 23-30 (SINGLE), 22-31 (SINGLE), 31-32 (SINGLE), 31-33 (SINGLE), 31-34 (SINGLE), 9-4 (AROMATIC), 25-20 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: S, 16: C, 17: C, 18: C, 19: S, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: O, 31: C, 32: C, 33: C, 34: C",Non-symmetric,Planar,516.857,1033.714,No,-1.28369537222284E-15,-93.8087323960012,550,0,0,0
CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,C15H14ClNO3,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE), 3-10 (SINGLE), 2-11 (SINGLE), 11-12 (DOUBLE), 11-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 16-19 (SINGLE), 5-1 (AROMATIC), 18-13 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: C, 6: C, 7: C, 8: O, 9: O, 10: C, 11: C, 12: O, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: Cl",Non-symmetric,Planar,291.734,583.468,No,-3.46944695195361E-16,-83.5466555149554,472,0,0,0
C1=CN=C(C=N1)C(=O)N,NC(=O)c1cnccn1,C5H5N3O,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 3-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 5-0 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: N, 6: C, 7: O, 8: N",Non-symmetric,Planar,123.115,123.115,No,2.77555756156289E-16,-87.0040206311173,1416,0,1,0
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=NC=CS3,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,C13H11N3O4S2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (DOUBLE), 3-4 (SINGLE), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (SINGLE), 10-11 (DOUBLE), 10-12 (DOUBLE), 3-13 (SINGLE), 2-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (SINGLE), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 10-1 (SINGLE), 9-4 (AROMATIC), 21-17 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: S, 11: O, 12: O, 13: O, 14: C, 15: O, 16: N, 17: C, 18: N, 19: C, 20: C, 21: S",Non-symmetric,Non-Planar,337.382,1012.146,No,2.77555756156289E-17,-81.0304047044597,1966,0,0,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,C39H54N6O8S,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 1-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 5-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 19-27 (SINGLE), 27-28 (SINGLE), 28-29 (DOUBLE), 28-30 (SINGLE), 30-31 (SINGLE), 31-32 (SINGLE), 32-33 (DOUBLE), 32-34 (SINGLE), 30-35 (SINGLE), 35-36 (SINGLE), 36-37 (DOUBLE), 36-38 (SINGLE), 38-39 (AROMATIC), 39-40 (AROMATIC), 40-41 (AROMATIC), 41-42 (AROMATIC), 42-43 (AROMATIC), 43-44 (AROMATIC), 44-45 (AROMATIC), 45-46 (AROMATIC), 46-47 (AROMATIC), 18-48 (SINGLE), 49-50 (SINGLE), 50-51 (DOUBLE), 50-52 (DOUBLE), 50-53 (SINGLE), 16-7 (SINGLE), 14-9 (SINGLE), 26-21 (AROMATIC), 47-38 (AROMATIC), 45-40 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: N, 5: C, 6: O, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: N, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: N, 28: C, 29: O, 30: C, 31: C, 32: C, 33: O, 34: N, 35: N, 36: C, 37: O, 38: C, 39: N, 40: C, 41: C, 42: C, 43: C, 44: C, 45: C, 46: C, 47: C, 48: O, 49: C, 50: S, 51: O, 52: O, 53: O",Non-symmetric,Non-Planar,766.962,3834.81,No,-2.72004641033163E-15,-83.310776805109,3107,0,1,0
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,C25H32ClN5O2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (DOUBLE), 5-7 (AROMATIC), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 4-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 21-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 23-26 (SINGLE), 26-27 (AROMATIC), 27-28 (AROMATIC), 28-29 (AROMATIC), 29-30 (AROMATIC), 30-31 (AROMATIC), 28-32 (SINGLE), 7-2 (AROMATIC), 16-11 (AROMATIC), 25-20 (SINGLE), 31-26 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: N, 5: C, 6: O, 7: N, 8: C, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: N, 21: C, 22: C, 23: N, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: C, 31: C, 32: Cl",Non-symmetric,Non-Planar,470.017,1880.068,No,4.16333634234434E-17,-93.1917356180734,2360,0,0,0
CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,C20H24N2O2S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 2-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 11-14 (SINGLE), 14-15 (SINGLE), 10-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (DOUBLE), 13-8 (AROMATIC), 23-9 (AROMATIC), 22-17 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: C, 6: C, 7: N, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: O, 16: S, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: O",Non-symmetric,Planar,356.491,1069.473,No,6.5225602696728E-16,-91.0236163044789,1219,0,0,0
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,C14H21N3O2S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (DOUBLE), 2-4 (DOUBLE), 2-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 9-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 17-19 (SINGLE), 11-6 (AROMATIC), 14-8 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: S, 3: O, 4: O, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: N, 13: C, 14: C, 15: C, 16: C, 17: N, 18: C, 19: C",Non-symmetric,Planar,295.408,590.816,No,4.9960036108132E-16,-89.1675242376645,1691,0,0,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C22H29FO5,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (DOUBLE), 8-9 (SINGLE), 9-10 (DOUBLE), 9-11 (SINGLE), 11-12 (DOUBLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (DOUBLE), 19-21 (SINGLE), 21-22 (SINGLE), 18-23 (SINGLE), 17-24 (SINGLE), 15-25 (SINGLE), 14-26 (SINGLE), 13-27 (SINGLE), 18-1 (SINGLE), 17-3 (SINGLE), 14-4 (SINGLE), 13-7 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: O, 21: C, 22: O, 23: O, 24: C, 25: O, 26: F, 27: C",Non-symmetric,Non-Planar,392.467,1569.868,No,-4.92661467177413E-16,-79.6161205910306,0,0,0,0
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,C25H29I2NO3,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 5-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 19-21 (SINGLE), 18-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 25-26 (SINGLE), 26-27 (SINGLE), 25-28 (SINGLE), 28-29 (SINGLE), 17-30 (SINGLE), 12-4 (AROMATIC), 11-6 (AROMATIC), 20-15 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: O, 13: C, 14: O, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: I, 22: O, 23: C, 24: C, 25: N, 26: C, 27: C, 28: C, 29: C, 30: I",Non-symmetric,Planar,645.319,1935.957,No,-4.5102810375397E-16,-92.5618182635255,472,0,0,0
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C21H26O5,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (DOUBLE), 11-13 (SINGLE), 13-14 (SINGLE), 10-15 (SINGLE), 6-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (DOUBLE), 19-20 (SINGLE), 20-21 (DOUBLE), 20-22 (SINGLE), 22-23 (DOUBLE), 23-24 (SINGLE), 24-25 (SINGLE), 7-1 (SINGLE), 10-1 (SINGLE), 24-5 (SINGLE), 24-18 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: O, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: O, 13: C, 14: O, 15: O, 16: C, 17: C, 18: C, 19: C, 20: C, 21: O, 22: C, 23: C, 24: C, 25: C",Non-symmetric,Non-Planar,358.434,1433.736,No,2.56739074444567E-16,-77.6806887739444,0,0,0,0
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,C10H13N5O4,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (DOUBLE), 4-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (DOUBLE), 3-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 12-14 (SINGLE), 14-15 (SINGLE), 11-16 (SINGLE), 16-17 (DOUBLE), 17-18 (DOUBLE), 7-1 (AROMATIC), 13-9 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: O, 6: N, 7: C, 8: O, 9: C, 10: C, 11: C, 12: C, 13: O, 14: C, 15: O, 16: N, 17: N, 18: N",Non-symmetric,Non-Planar,267.245,534.49,No,1.94289029309402E-16,-76.0519373608487,2360,0,0,0
CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,C17H21NO,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 8-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 6-1 (AROMATIC), 18-13 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: O, 8: C, 9: C, 10: C, 11: N, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C",Non-symmetric,Planar,255.361,510.722,No,2.4980018054066E-16,-93.734360376095,472,0,0,0
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C18H22N2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 4-7 (SINGLE), 7-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 7-14 (SINGLE), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 6-1 (SINGLE), 13-8 (AROMATIC), 19-14 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: N, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C",Non-symmetric,Non-Planar,266.388,799.164,No,2.63677968348475E-16,-100,944,0,0,0
